entry_time,leaving_time,stand_id,worker_id
12/9/2021,1/21/2022,105,105
9/30/2021,1/3/2022,106,106
2/11/2022,6/6/2021,107,107
9/1/2021,12/25/2021,108,108
6/17/2021,1/18/2022,109,109
2/26/2022,4/11/2022,110,110
10/3/2021,11/6/2021,111,111
10/21/2021,1/13/2022,112,112
8/27/2021,2/3/2022,113,113
10/23/2021,12/27/2021,114,114
6/6/2021,8/8/2021,115,115
8/28/2021,3/21/2022,116,116
5/13/2021,7/17/2021,117,117
9/14/2021,3/14/2022,118,118
7/7/2021,9/3/2021,119,119
12/14/2021,10/16/2021,120,120
5/25/2021,9/22/2021,121,121
11/13/2021,4/18/2022,122,122
3/28/2022,1/25/2022,123,123
12/10/2021,3/20/2022,124,124
12/20/2021,11/13/2021,125,125
6/21/2021,1/31/2022,126,126
12/12/2021,2/17/2022,127,127
8/24/2021,8/19/2021,128,128
5/11/2021,4/22/2022,129,129
6/8/2021,5/13/2021,130,130
2/2/2022,1/28/2022,131,131
10/25/2021,12/15/2021,132,132
10/24/2021,11/1/2021,133,133
10/30/2021,7/30/2021,134,134
3/6/2022,10/10/2021,135,135
2/11/2022,10/26/2021,136,136
7/1/2021,5/26/2021,137,137
1/30/2022,2/28/2022,138,138
3/26/2022,11/30/2021,139,139
5/9/2021,5/10/2021,140,140
3/7/2022,2/17/2022,141,141
10/10/2021,3/17/2022,142,142
4/21/2022,8/13/2021,143,143
11/10/2021,4/8/2022,144,144
12/24/2021,7/13/2021,145,145
3/28/2022,1/10/2022,146,146
4/9/2022,8/7/2021,147,147
8/31/2021,3/18/2022,148,148
12/19/2021,5/25/2021,149,149
2/5/2022,11/11/2021,150,150
5/25/2021,1/21/2022,151,151
5/9/2021,3/8/2022,152,152
8/25/2021,3/23/2022,153,153
4/11/2022,9/29/2021,154,154
12/18/2021,8/7/2021,155,155
11/8/2021,3/28/2022,156,156
6/30/2021,2/20/2022,157,157
3/25/2022,5/18/2021,158,158
6/1/2021,10/6/2021,159,159
4/8/2022,7/11/2021,160,160
10/14/2021,6/13/2021,161,161
5/13/2021,7/9/2021,162,162
12/12/2021,2/28/2022,163,163
2/17/2022,8/29/2021,164,164
8/1/2021,1/27/2022,165,165
12/23/2021,4/14/2022,166,166
5/14/2021,4/17/2022,167,167
7/26/2021,6/24/2021,168,168
8/28/2021,7/28/2021,169,169
10/18/2021,6/14/2021,170,170
5/22/2021,11/27/2021,171,171
4/14/2022,1/17/2022,172,172
12/23/2021,11/3/2021,173,173
10/24/2021,11/16/2021,174,174
3/22/2022,4/1/2022,175,175
11/11/2021,3/23/2022,176,176
12/17/2021,11/13/2021,177,177
9/1/2021,6/22/2021,178,178
1/12/2022,8/26/2021,179,179
8/12/2021,10/10/2021,180,180
9/22/2021,8/12/2021,181,181
2/14/2022,4/23/2022,182,182
8/31/2021,3/15/2022,183,183
1/12/2022,7/17/2021,184,184
3/5/2022,2/10/2022,185,185
10/14/2021,10/4/2021,186,186
9/16/2021,9/28/2021,187,187
8/4/2021,7/2/2021,188,188
10/29/2021,3/19/2022,189,189
9/19/2021,3/22/2022,190,190
8/23/2021,1/16/2022,191,191
10/26/2021,8/17/2021,192,192
12/25/2021,12/25/2021,193,193
11/12/2021,7/1/2021,194,194
8/1/2021,12/24/2021,195,195
11/28/2021,12/1/2021,196,196
6/12/2021,8/14/2021,197,197
11/28/2021,6/20/2021,198,198
5/12/2021,9/25/2021,199,199
11/19/2021,10/20/2021,200,200
8/21/2021,7/31/2021,201,201
1/21/2022,12/15/2021,202,202
3/31/2022,1/27/2022,203,203
7/1/2021,6/22/2021,204,204
8/7/2021,1/1/2022,205,205
2/23/2022,7/10/2021,206,206
7/23/2021,3/18/2022,207,207
2/27/2022,3/27/2022,208,208
5/1/2021,2/18/2022,209,209
5/25/2021,8/28/2021,210,210
7/26/2021,5/12/2021,211,211
8/22/2021,6/22/2021,212,212
8/11/2021,9/16/2021,213,213
3/19/2022,6/24/2021,214,214
6/23/2021,2/28/2022,215,215
11/7/2021,7/8/2021,216,216
9/1/2021,6/28/2021,217,217
11/28/2021,6/21/2021,218,218
7/3/2021,7/2/2021,219,219
7/31/2021,9/15/2021,220,220
3/4/2022,6/6/2021,221,221
12/25/2021,12/1/2021,222,222
3/9/2022,6/8/2021,223,223
5/24/2021,3/7/2022,224,224
5/15/2021,8/10/2021,225,225
7/15/2021,11/14/2021,226,226
2/28/2022,12/5/2021,227,227
6/30/2021,11/6/2021,228,228
4/11/2022,3/10/2022,229,229
11/16/2021,6/3/2021,230,230
1/16/2022,5/11/2021,231,231
10/11/2021,5/8/2021,232,232
11/8/2021,4/12/2022,233,233
9/19/2021,4/29/2021,234,234
10/1/2021,2/25/2022,235,235
3/24/2022,5/14/2021,236,236
12/13/2021,7/25/2021,237,237
5/4/2021,4/24/2022,238,238
6/28/2021,9/30/2021,239,239
1/21/2022,10/18/2021,240,240
6/2/2021,9/3/2021,241,241
7/10/2021,11/14/2021,242,242
4/24/2022,2/5/2022,243,243
10/1/2021,12/13/2021,244,244
3/1/2022,12/3/2021,245,245
9/24/2021,12/3/2021,246,246
1/22/2022,10/26/2021,247,247
12/21/2021,12/7/2021,248,248
9/24/2021,5/15/2021,249,249
6/25/2021,2/21/2022,250,250
11/8/2021,2/11/2022,251,251
8/23/2021,9/15/2021,252,252
1/7/2022,2/13/2022,253,253
6/21/2021,1/27/2022,254,254
11/28/2021,12/25/2021,255,255
10/6/2021,8/21/2021,256,256
10/2/2021,12/19/2021,257,257
12/14/2021,10/8/2021,258,258
10/28/2021,3/24/2022,259,259
3/1/2022,6/9/2021,260,260
8/31/2021,6/4/2021,261,261
1/3/2022,4/25/2021,262,262
4/13/2022,9/4/2021,263,263
6/15/2021,10/26/2021,264,264
7/19/2021,9/16/2021,265,265
9/27/2021,12/26/2021,266,266
4/22/2022,10/24/2021,267,267
4/25/2021,4/9/2022,268,268
4/27/2021,10/19/2021,269,269
12/18/2021,9/29/2021,270,270
7/1/2021,7/14/2021,271,271
7/9/2021,2/6/2022,272,272
9/19/2021,3/23/2022,273,273
1/7/2022,5/14/2021,274,274
6/10/2021,7/28/2021,275,275
6/5/2021,4/4/2022,276,276
4/27/2021,8/21/2021,277,277
5/19/2021,10/19/2021,278,278
7/7/2021,5/19/2021,279,279
11/19/2021,9/22/2021,280,280
9/13/2021,6/29/2021,281,281
6/20/2021,2/18/2022,282,282
10/6/2021,5/30/2021,283,283
3/31/2022,3/18/2022,284,284
10/23/2021,7/11/2021,285,285
5/22/2021,9/5/2021,286,286
10/14/2021,3/4/2022,287,287
1/24/2022,3/9/2022,288,288
12/19/2021,5/16/2021,289,289
12/22/2021,2/3/2022,290,290
11/5/2021,9/5/2021,291,291
12/25/2021,9/14/2021,292,292
12/15/2021,3/9/2022,293,293
11/11/2021,10/21/2021,294,294
4/14/2022,9/22/2021,295,295
12/2/2021,8/5/2021,296,296
6/1/2021,6/10/2021,297,297
7/26/2021,9/24/2021,298,298
11/28/2021,8/11/2021,299,299
3/21/2022,5/18/2021,300,300
3/11/2022,1/26/2022,301,301
9/6/2021,1/31/2022,302,302
10/14/2021,10/9/2021,303,303
4/9/2022,10/7/2021,304,304
3/11/2022,6/30/2021,305,305
12/8/2021,7/21/2021,306,306
4/17/2022,5/25/2021,307,307
2/11/2022,6/7/2021,308,308
10/16/2021,5/20/2021,309,309
6/28/2021,4/19/2022,310,310
4/18/2022,12/19/2021,311,311
4/25/2021,7/5/2021,312,312
6/8/2021,4/18/2022,313,313
2/2/2022,12/17/2021,314,314
3/31/2022,10/9/2021,315,315
12/22/2021,1/22/2022,316,316
2/11/2022,1/30/2022,317,317
7/9/2021,9/3/2021,318,318
4/14/2022,3/15/2022,319,319
11/19/2021,5/12/2021,320,320
9/5/2021,7/16/2021,321,321
10/7/2021,7/15/2021,322,322
5/22/2021,1/23/2022,323,323
6/3/2021,1/6/2022,324,324
2/19/2022,4/6/2022,325,325
10/10/2021,10/31/2021,326,326
9/17/2021,1/26/2022,327,327
3/14/2022,3/29/2022,328,328
3/24/2022,6/9/2021,329,329
12/24/2021,8/19/2021,330,330
3/18/2022,1/9/2022,331,331
2/15/2022,6/29/2021,332,332
5/31/2021,8/20/2021,333,333
10/15/2021,10/8/2021,334,334
2/21/2022,6/30/2021,335,335
11/8/2021,10/1/2021,336,336
7/29/2021,10/6/2021,337,337
12/25/2021,6/6/2021,338,338
1/16/2022,4/5/2022,339,339
11/1/2021,11/11/2021,340,340
7/18/2021,8/8/2021,341,341
8/5/2021,3/5/2022,342,342
11/21/2021,10/11/2021,343,343
12/8/2021,7/1/2021,344,344
3/11/2022,1/31/2022,345,345
6/23/2021,12/15/2021,346,346
2/6/2022,9/28/2021,347,347
5/1/2021,5/10/2021,348,348
4/2/2022,6/12/2021,349,349
4/28/2021,10/4/2021,350,350
12/24/2021,8/3/2021,351,351
11/18/2021,6/12/2021,352,352
6/20/2021,1/30/2022,353,353
10/22/2021,3/14/2022,354,354
11/14/2021,12/28/2021,355,355
9/10/2021,1/15/2022,356,356
2/17/2022,8/23/2021,357,357
9/27/2021,12/1/2021,358,358
1/16/2022,12/21/2021,359,359
1/30/2022,3/7/2022,360,360
9/24/2021,5/8/2021,361,361
1/14/2022,1/29/2022,362,362
1/30/2022,6/15/2021,363,363
1/12/2022,6/20/2021,364,364
9/30/2021,3/25/2022,365,365
5/20/2021,3/5/2022,366,366
9/21/2021,7/8/2021,367,367
5/26/2021,1/6/2022,368,368
1/19/2022,5/9/2021,369,369
2/10/2022,7/8/2021,370,370
12/27/2021,5/10/2021,371,371
8/10/2021,9/25/2021,372,372
11/3/2021,9/22/2021,373,373
8/20/2021,2/13/2022,374,374
10/27/2021,7/20/2021,375,375
4/21/2022,5/25/2021,376,376
1/1/2022,5/18/2021,377,377
6/11/2021,11/7/2021,378,378
2/11/2022,8/7/2021,379,379
8/27/2021,3/29/2022,380,380
2/9/2022,6/23/2021,381,381
5/22/2021,4/13/2022,382,382
2/8/2022,6/7/2021,383,383
5/11/2021,8/23/2021,384,384
8/5/2021,8/3/2021,385,385
6/26/2021,7/17/2021,386,386
8/7/2021,2/25/2022,387,387
6/2/2021,7/7/2021,388,388
3/9/2022,2/25/2022,389,389
5/7/2021,1/26/2022,390,390
3/30/2022,11/21/2021,391,391
9/3/2021,11/13/2021,392,392
9/28/2021,3/16/2022,393,393
8/16/2021,9/9/2021,394,394
6/29/2021,11/25/2021,395,395
3/10/2022,6/19/2021,396,396
5/23/2021,3/4/2022,397,397
2/8/2022,3/2/2022,398,398
7/13/2021,6/26/2021,399,399
7/10/2021,5/14/2021,400,400
1/22/2022,12/10/2021,401,401
6/6/2021,10/23/2021,402,402
4/7/2022,12/7/2021,403,403
7/7/2021,7/7/2021,404,404
10/9/2021,9/6/2021,405,405
3/26/2022,11/24/2021,406,406
9/12/2021,4/10/2022,407,407
8/21/2021,3/4/2022,408,408
10/26/2021,7/3/2021,409,409
8/31/2021,1/11/2022,410,410
6/19/2021,12/24/2021,411,411
3/31/2022,10/29/2021,412,412
4/6/2022,8/8/2021,413,413
8/18/2021,6/25/2021,414,414
10/17/2021,12/13/2021,415,415
9/18/2021,12/28/2021,416,416
5/30/2021,11/30/2021,417,417
9/15/2021,7/25/2021,418,418
12/18/2021,5/16/2021,419,419
4/8/2022,3/25/2022,420,420
1/15/2022,12/16/2021,421,421
2/25/2022,11/12/2021,422,422
9/10/2021,3/11/2022,423,423
1/23/2022,9/28/2021,424,424
10/26/2021,7/20/2021,425,425
1/30/2022,1/12/2022,426,426
9/20/2021,10/17/2021,427,427
8/27/2021,2/7/2022,428,428
3/11/2022,11/18/2021,429,429
1/7/2022,8/21/2021,430,430
1/26/2022,4/17/2022,431,431
12/4/2021,9/7/2021,432,432
5/11/2021,5/24/2021,433,433
9/29/2021,12/11/2021,434,434
10/1/2021,6/27/2021,435,435
9/24/2021,12/29/2021,436,436
7/10/2021,3/5/2022,437,437
9/28/2021,7/31/2021,438,438
7/25/2021,10/13/2021,439,439
1/24/2022,3/18/2022,440,440
2/19/2022,11/24/2021,441,441
7/12/2021,12/26/2021,442,442
12/23/2021,3/9/2022,443,443
11/1/2021,10/11/2021,444,444
6/15/2021,9/25/2021,445,445
6/12/2021,1/22/2022,446,446
2/7/2022,4/25/2021,447,447
1/8/2022,3/7/2022,448,448
6/27/2021,3/25/2022,449,449
3/10/2022,1/31/2022,450,450
9/13/2021,5/31/2021,451,451
9/24/2021,7/3/2021,452,452
3/16/2022,1/3/2022,453,453
7/31/2021,3/7/2022,454,454
7/6/2021,3/31/2022,455,455
10/19/2021,8/14/2021,456,456
7/13/2021,2/21/2022,457,457
1/23/2022,3/16/2022,458,458
1/22/2022,10/23/2021,459,459
5/22/2021,8/1/2021,460,460
4/6/2022,6/19/2021,461,461
5/27/2021,2/16/2022,462,462
10/3/2021,4/10/2022,463,463
7/25/2021,12/14/2021,464,464
3/17/2022,4/15/2022,465,465
11/28/2021,9/3/2021,466,466
7/17/2021,3/25/2022,467,467
6/8/2021,3/1/2022,468,468
7/27/2021,7/25/2021,469,469
6/25/2021,4/27/2021,470,470
6/14/2021,4/18/2022,471,471
10/29/2021,8/14/2021,472,472
4/16/2022,4/1/2022,473,473
2/15/2022,5/10/2021,474,474
9/23/2021,3/16/2022,475,475
9/5/2021,2/10/2022,476,476
9/25/2021,7/7/2021,477,477
2/19/2022,8/20/2021,478,478
9/14/2021,5/31/2021,479,479
7/3/2021,11/26/2021,480,480
7/24/2021,1/17/2022,481,481
1/24/2022,6/3/2021,482,482
12/16/2021,6/3/2021,483,483
5/8/2021,9/15/2021,484,484
10/10/2021,1/14/2022,485,485
5/19/2021,9/12/2021,486,486
2/1/2022,8/12/2021,487,487
7/6/2021,3/14/2022,488,488
3/21/2022,1/3/2022,489,489
1/30/2022,1/22/2022,490,490
5/4/2021,10/2/2021,491,491
5/23/2021,5/30/2021,492,492
10/31/2021,10/13/2021,493,493
4/9/2022,5/30/2021,494,494
12/8/2021,12/1/2021,495,495
5/8/2021,3/17/2022,496,496
11/17/2021,2/28/2022,497,497
3/24/2022,6/21/2021,498,498
8/10/2021,12/31/2021,499,499
4/16/2022,3/10/2022,500,500
4/7/2022,1/16/2022,501,501
10/31/2021,9/6/2021,502,502
5/19/2021,12/27/2021,503,503
1/11/2022,9/24/2021,504,504
1/10/2022,10/29/2021,505,505
7/26/2021,7/25/2021,506,506
9/18/2021,8/29/2021,507,507
9/17/2021,12/23/2021,508,508
11/1/2021,6/18/2021,509,509
9/1/2021,3/20/2022,510,510
3/22/2022,11/5/2021,511,511
1/6/2022,11/19/2021,512,512
5/2/2021,7/27/2021,513,513
9/4/2021,11/12/2021,514,514
6/6/2021,8/26/2021,515,515
6/17/2021,11/23/2021,516,516
9/27/2021,10/17/2021,517,517
2/9/2022,4/7/2022,518,518
2/26/2022,9/18/2021,519,519
6/12/2021,11/30/2021,520,520
6/22/2021,5/20/2021,521,521
1/19/2022,1/31/2022,522,522
5/16/2021,10/6/2021,523,523
4/1/2022,3/29/2022,524,524
2/17/2022,11/17/2021,525,525
8/20/2021,2/1/2022,526,526
11/29/2021,12/18/2021,527,527
5/13/2021,10/1/2021,528,528
4/20/2022,7/20/2021,529,529
9/13/2021,1/7/2022,530,530
8/12/2021,9/29/2021,531,531
8/5/2021,11/10/2021,532,532
9/14/2021,7/7/2021,533,533
7/10/2021,7/13/2021,534,534
5/27/2021,6/8/2021,535,535
9/19/2021,3/18/2022,536,536
9/17/2021,3/18/2022,537,537
3/24/2022,1/1/2022,538,538
7/12/2021,11/5/2021,539,539
8/26/2021,12/7/2021,540,540
9/24/2021,1/22/2022,541,541
6/26/2021,4/3/2022,542,542
4/16/2022,3/2/2022,543,543
6/16/2021,6/7/2021,544,544
7/3/2021,4/26/2021,545,545
3/13/2022,3/9/2022,546,546
1/24/2022,9/21/2021,547,547
12/13/2021,3/27/2022,548,548
3/30/2022,4/15/2022,549,549
9/27/2021,2/21/2022,550,550
6/7/2021,12/16/2021,551,551
3/30/2022,8/9/2021,552,552
4/12/2022,11/29/2021,553,553
10/17/2021,7/3/2021,554,554
7/16/2021,9/18/2021,555,555
12/5/2021,6/30/2021,556,556
12/4/2021,9/2/2021,557,557
3/15/2022,4/25/2021,558,558
3/4/2022,11/4/2021,559,559
8/29/2021,12/3/2021,560,560
11/24/2021,8/20/2021,561,561
10/13/2021,8/16/2021,562,562
8/16/2021,5/4/2021,563,563
1/12/2022,3/15/2022,564,564
2/23/2022,1/2/2022,565,565
3/21/2022,9/14/2021,566,566
7/6/2021,2/24/2022,567,567
7/15/2021,3/3/2022,568,568
1/10/2022,5/14/2021,569,569
8/16/2021,3/9/2022,570,570
5/24/2021,4/15/2022,571,571
11/28/2021,7/14/2021,572,572
2/1/2022,10/19/2021,573,573
9/23/2021,11/20/2021,574,574
10/4/2021,8/9/2021,575,575
1/14/2022,8/26/2021,576,576
4/24/2022,6/10/2021,577,577
1/1/2022,7/21/2021,578,578
8/18/2021,11/16/2021,579,579
5/31/2021,10/17/2021,580,580
9/1/2021,7/3/2021,581,581
5/8/2021,12/16/2021,582,582
9/11/2021,9/26/2021,583,583
6/14/2021,9/21/2021,584,584
10/9/2021,10/9/2021,585,585
2/22/2022,9/6/2021,586,586
7/16/2021,5/27/2021,587,587
5/9/2021,6/22/2021,588,588
9/28/2021,8/21/2021,589,589
6/17/2021,2/17/2022,590,590
9/14/2021,7/26/2021,591,591
3/24/2022,8/2/2021,592,592
8/6/2021,9/11/2021,593,593
7/25/2021,6/1/2021,594,594
11/29/2021,11/13/2021,595,595
1/4/2022,11/13/2021,596,596
4/12/2022,5/25/2021,597,597
12/30/2021,11/8/2021,598,598
3/3/2022,9/16/2021,599,599
10/22/2021,7/28/2021,600,600
1/22/2022,8/17/2021,601,601
5/14/2021,12/8/2021,602,602
9/3/2021,6/14/2021,603,603
1/2/2022,10/29/2021,604,604
10/24/2021,2/10/2022,605,605
5/15/2021,10/4/2021,606,606
9/7/2021,8/24/2021,607,607
10/19/2021,6/27/2021,608,608
8/28/2021,3/3/2022,609,609
9/18/2021,6/27/2021,610,610
3/2/2022,1/5/2022,611,611
6/15/2021,3/6/2022,612,612
5/22/2021,4/19/2022,613,613
10/25/2021,11/1/2021,614,614
11/9/2021,1/11/2022,615,615
9/5/2021,5/28/2021,616,616
11/18/2021,8/12/2021,617,617
7/15/2021,9/1/2021,618,618
12/24/2021,7/24/2021,619,619
3/23/2022,1/25/2022,620,620
9/21/2021,4/8/2022,621,621
10/1/2021,6/9/2021,622,622
11/25/2021,6/29/2021,623,623
1/27/2022,10/21/2021,624,624
5/16/2021,2/15/2022,625,625
7/10/2021,2/6/2022,626,626
8/27/2021,11/22/2021,627,627
10/30/2021,6/18/2021,628,628
11/21/2021,8/12/2021,629,629
12/26/2021,11/4/2021,630,630
4/20/2022,8/25/2021,631,631
9/14/2021,7/20/2021,632,632
12/7/2021,2/16/2022,633,633
7/29/2021,11/29/2021,634,634
2/18/2022,3/18/2022,635,635
4/16/2022,12/8/2021,636,636
1/5/2022,11/5/2021,637,637
5/28/2021,6/14/2021,638,638
1/23/2022,9/25/2021,639,639
12/27/2021,4/30/2021,640,640
1/12/2022,12/31/2021,641,641
4/1/2022,2/16/2022,642,642
1/24/2022,8/15/2021,643,643
1/2/2022,4/5/2022,644,644
5/3/2021,5/9/2021,645,645
9/12/2021,2/22/2022,646,646
2/9/2022,5/31/2021,647,647
3/9/2022,4/30/2021,648,648
7/23/2021,10/26/2021,649,649
3/14/2022,7/1/2021,650,650
1/1/2022,1/1/2022,651,651
8/8/2021,12/26/2021,652,652
2/23/2022,4/23/2022,653,653
3/31/2022,6/29/2021,654,654
1/30/2022,6/5/2021,655,655
1/16/2022,11/19/2021,656,656
9/27/2021,4/21/2022,657,657
2/17/2022,1/30/2022,658,658
12/7/2021,1/17/2022,659,659
1/29/2022,11/3/2021,660,660
4/18/2022,8/11/2021,661,661
1/28/2022,1/29/2022,662,662
2/10/2022,12/5/2021,663,663
4/17/2022,4/27/2021,664,664
4/27/2021,6/10/2021,665,665
11/26/2021,4/2/2022,666,666
11/29/2021,1/2/2022,667,667
4/27/2021,3/30/2022,668,668
5/2/2021,10/3/2021,669,669
7/22/2021,1/16/2022,670,670
10/10/2021,9/6/2021,671,671
3/27/2022,4/4/2022,672,672
3/2/2022,6/12/2021,673,673
10/23/2021,2/8/2022,674,674
6/3/2021,7/3/2021,675,675
9/4/2021,4/29/2021,676,676
6/25/2021,7/12/2021,677,677
11/12/2021,1/15/2022,678,678
10/2/2021,7/18/2021,679,679
12/22/2021,4/5/2022,680,680
8/23/2021,6/2/2021,681,681
3/16/2022,1/12/2022,682,682
11/5/2021,6/17/2021,683,683
7/2/2021,1/10/2022,684,684
12/22/2021,3/11/2022,685,685
9/1/2021,1/5/2022,686,686
6/23/2021,8/4/2021,687,687
11/14/2021,2/22/2022,688,688
9/1/2021,3/1/2022,689,689
7/15/2021,4/12/2022,690,690
11/21/2021,5/31/2021,691,691
10/26/2021,1/21/2022,692,692
11/16/2021,12/4/2021,693,693
4/14/2022,1/5/2022,694,694
9/16/2021,5/16/2021,695,695
1/12/2022,5/19/2021,696,696
12/27/2021,7/26/2021,697,697
5/11/2021,2/18/2022,698,698
1/6/2022,9/9/2021,699,699
1/5/2022,4/7/2022,700,700
11/14/2021,4/22/2022,701,701
7/29/2021,6/12/2021,702,702
9/29/2021,10/29/2021,703,703
5/16/2021,1/9/2022,704,704
2/23/2022,8/30/2021,705,705
11/7/2021,4/30/2021,706,706
3/4/2022,10/8/2021,707,707
3/15/2022,12/16/2021,708,708
11/10/2021,12/25/2021,709,709
12/20/2021,11/25/2021,710,710
8/9/2021,5/11/2021,711,711
10/18/2021,4/19/2022,712,712
3/2/2022,7/4/2021,713,713
11/23/2021,9/21/2021,714,714
11/8/2021,7/1/2021,715,715
12/19/2021,3/30/2022,716,716
8/8/2021,12/27/2021,717,717
6/5/2021,1/14/2022,718,718
10/24/2021,3/14/2022,719,719
12/26/2021,6/12/2021,720,720
4/6/2022,2/1/2022,721,721
12/4/2021,6/6/2021,722,722
8/19/2021,6/3/2021,723,723
8/18/2021,3/8/2022,724,724
6/2/2021,10/22/2021,725,725
1/11/2022,12/24/2021,726,726
9/19/2021,3/11/2022,727,727
6/20/2021,3/1/2022,728,728
8/22/2021,11/30/2021,729,729
7/5/2021,2/20/2022,730,730
5/4/2021,6/4/2021,731,731
9/1/2021,6/15/2021,732,732
11/1/2021,9/17/2021,733,733
7/31/2021,7/3/2021,734,734
5/11/2021,8/2/2021,735,735
7/29/2021,3/1/2022,736,736
9/12/2021,11/15/2021,737,737
3/29/2022,6/24/2021,738,738
12/6/2021,9/8/2021,739,739
1/8/2022,12/27/2021,740,740
1/28/2022,11/26/2021,741,741
7/5/2021,4/7/2022,742,742
11/29/2021,1/23/2022,743,743
2/15/2022,2/1/2022,744,744
6/7/2021,6/28/2021,745,745
8/29/2021,6/22/2021,746,746
10/6/2021,12/18/2021,747,747
3/21/2022,4/7/2022,748,748
12/1/2021,3/31/2022,749,749
2/22/2022,2/8/2022,750,750
5/28/2021,12/21/2021,751,751
6/28/2021,7/21/2021,752,752
5/13/2021,9/16/2021,753,753
12/1/2021,9/11/2021,754,754
2/24/2022,9/27/2021,755,755
10/15/2021,10/18/2021,756,756
6/29/2021,2/16/2022,757,757
8/20/2021,6/5/2021,758,758
12/30/2021,10/16/2021,759,759
8/20/2021,12/5/2021,760,760
10/31/2021,1/4/2022,761,761
10/13/2021,11/8/2021,762,762
2/4/2022,2/12/2022,763,763
5/20/2021,11/26/2021,764,764
5/23/2021,8/13/2021,765,765
4/10/2022,5/21/2021,766,766
2/6/2022,4/5/2022,767,767
5/29/2021,11/23/2021,768,768
4/15/2022,10/29/2021,769,769
7/28/2021,2/8/2022,770,770
4/13/2022,9/11/2021,771,771
4/23/2022,4/26/2021,772,772
8/22/2021,2/11/2022,773,773
5/20/2021,4/4/2022,774,774
12/1/2021,12/20/2021,775,775
